EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_4a_nivel_86298000,inp05_input_4b_nivel_D-10H_86298000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_8a_nivel_86125130,inp10_input_8b_nivel_D-11h_86125130,inp11_input_14_nivel_D-8h_86472600,inp12_input_15_nivel_D-12h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
20,1,Treino,2025,9,4,13,0,202509041300,2025-09-04 13:00,726,-10,27.31287878787879,111,56,271,-1,-8,82,9,-57,-54,664,726,664,670.2377015756003,-62,-55.76229842439966,6.23770157560034,6.23770157560034,38.90892094624697,726,3844,1,Treino
20,1,Treino,2025,9,4,14,0,202509041400,2025-09-04 14:00,719,-7,30.44924242424243,112,57,272,1,-2,82,9,-60,-59,652,719,652,660.5631873248838,-67,-58.43681267511624,8.563187324883756,8.563187324883756,73.32817716104982,719,4489,1,Treino
20,1,Treino,2025,9,4,15,0,202509041500,2025-09-04 15:00,718,-1,31.31287878787879,113,57,277,6,3,83,10,-56,-66,644,718,644,661.9647775766492,-74,-56.03522242335077,17.96477757664923,17.96477757664923,322.7332333784788,718,5476,1,Treino
20,1,Treino,2025,9,4,16,0,202509041600,2025-09-04 16:00,721,3,32.56742424242425,115,59,308,36,32,83,3,-50,-64,637,721,637,652.3075135103023,-84,-68.69248648969767,15.30751351030233,15.30751351030233,234.3199698680883,721,7056,1,Treino
20,1,Treino,2025,9,4,17,0,202509041700,2025-09-04 17:00,721,0,33.95833333333334,117,61,342,65,46,84,1,-44,-62,629,721,629,644.5375357467192,-92,-76.46246425328081,15.53753574671919,15.53753574671919,241.4150170805765,721,8464,1,Treino
20,1,Treino,2025,9,4,18,0,202509041800,2025-09-04 18:00,716,-5,36.40681818181818,119,51,368,60,41,84,1,-41,-63,618,716,618,628.7996955732938,-98,-87.20030442670623,10.79969557329377,10.79969557329377,116.6334244758212,716,9604,1,Treino
20,1,Treino,2025,9,4,19,0,202509041900,2025-09-04 19:00,699,-17,37.36666666666667,117,19,407,65,50,84,1,-48,-75,611,699,611,575.6883158859947,-88,-123.3116841140053,-35.31168411400529,35.31168411400529,1246.915034967293,699,7744,1,Treino
20,1,Treino,2025,9,4,20,0,202509042000,2025-09-04 20:00,679,-20,37.47272727272728,115,6,441,73,41,84,1,-57,-92,605,679,605,548.577896907907,-74,-130.422103092093,-56.42210309209304,56.42210309209304,3183.453717334775,679,5476,1,Treino
20,1,Treino,2025,9,4,21,0,202509042100,2025-09-04 21:00,664,-15,37.86818181818182,113,2,459,52,23,84,1,-62,-101,596,664,596,544.8518913953056,-68,-119.1481086046944,-51.14810860469436,51.14810860469436,2616.129013837609,664,4624,1,Treino
20,1,Treino,2025,9,4,22,0,202509042200,2025-09-04 22:00,652,-12,39.35984848484848,113,2,464,23,9,84,2,-67,-105,587,652,587,543.0828328311751,-65,-108.9171671688249,-43.9171671688249,43.9171671688249,1928.717572134512,652,4225,1,Treino
20,1,Treino,2025,9,4,23,0,202509042300,2025-09-04 23:00,644,-8,40.0689393939394,111,0,467,8,6,85,3,-74,-103,572,644,572,543.2353130112253,-72,-100.7646869887747,-28.76468698877466,28.76468698877466,827.407217562182,644,5184,1,Treino
20,1,Treino,2025,9,5,0,0,202509050000,2025-09-05 00:00,637,-7,40.78257575757576,109,-3,469,5,4,86,4,-84,-99,538,637,538,538.3672254824506,-99,-98.63277451754936,0.3672254824506354,0.3672254824506354,0.1348545549611019,637,9801,1,Treino
20,1,Treino,2025,9,5,1,0,202509050100,2025-09-05 01:00,629,-8,40.97575757575758,109,-4,471,4,4,86,4,-92,-97,517,629,517,532.3450944969393,-112,-96.65490550306072,15.34509449693928,15.34509449693928,235.4719251199962,629,12544,1,Treino
20,1,Treino,2025,9,5,2,0,202509050200,2025-09-05 02:00,618,-11,41.08484848484849,111,-4,473,4,3,86,3,-98,-101,506,618,506,528.1234149205657,-112,-89.87658507943434,22.12341492056566,22.12341492056566,489.4454877475075,618,12544,1,Treino
20,1,Treino,2025,9,5,3,0,202509050300,2025-09-05 03:00,611,-7,41.1939393939394,114,-3,474,3,1,87,4,-88,-107,503,611,503,533.0982209793914,-108,-77.90177902060861,30.09822097939139,30.09822097939139,905.9029061242758,611,11664,1,Treino
20,1,Treino,2025,9,5,4,0,202509050400,2025-09-05 04:00,605,-6,41.39393939393941,116,-3,475,2,0,88,4,-74,-116,506,605,506,539.2363845411828,-99,-65.76361545881718,33.23638454118282,33.23638454118282,1104.657257369376,605,9801,1,Treino
20,1,Treino,2025,9,5,5,0,202509050500,2025-09-05 05:00,596,-9,41.7939393939394,118,1,476,2,-4,88,4,-68,-125,521,596,521,535.7380253091061,-75,-60.26197469089391,14.73802530910609,14.73802530910609,217.2093900118517,596,5625,1,Treino
20,1,Treino,2025,9,5,6,0,202509050600,2025-09-05 06:00,587,-9,41.9539393939394,125,10,476,1,-31,88,4,-65,-129,550,587,550,529.4598991017415,-37,-57.54010089825852,-20.54010089825852,20.54010089825852,421.8957449106402,587,1369,1,Treino
20,1,Treino,2025,9,5,7,0,202509050700,2025-09-05 07:00,572,-15,41.9939393939394,136,23,476,0,-34,89,5,-72,-127,566,572,566,513.6348079480172,-6,-58.36519205198283,-52.36519205198283,52.36519205198283,2742.113338641046,572,36,1,Treino
20,1,Treino,2025,9,5,8,0,202509050800,2025-09-05 08:00,538,-34,42.0539393939394,147,34,476,0,-26,89,5,-99,-141,571,538,571,556.8406585157354,33,18.84065851573541,-14.15934148426459,14.15934148426459,200.4869512680161,538,1089,1,Treino
20,1,Treino,2025,9,5,9,0,202509050900,2025-09-05 09:00,517,-21,42.0539393939394,158,47,476,0,-39,90,6,-112,-147,569,517,569,527.7378429461453,52,10.73784294614529,-41.26215705385471,41.26215705385471,1702.565604736972,517,2704,1,Treino
20,1,Treino,2025,9,5,10,0,202509051000,2025-09-05 10:00,506,-11,42.0539393939394,165,56,456,-20,-54,90,5,-112,-146,563,506,563,517.5201819796874,57,11.52018197968744,-45.47981802031256,45.47981802031256,2068.413847160748,506,3249,1,Treino
20,1,Treino,2025,9,5,11,0,202509051100,2025-09-05 11:00,503,-3,42.0539393939394,167,58,423,-53,-51,91,5,-108,-141,547,503,547,525.239926477982,44,22.23992647798195,-21.76007352201805,21.76007352201805,473.5007996836309,503,1936,1,Treino
20,1,Treino,2025,9,5,12,0,202509051200,2025-09-05 12:00,506,3,41.91454545454546,169,58,407,-49,-21,94,8,-99,-131,534,506,534,529.5556418688169,28,23.55564186881691,-4.444358131183094,4.444358131183094,19.75231919821328,506,784,1,Treino
20,1,Treino,2025,9,5,13,0,202509051300,2025-09-05 13:00,521,15,41.9509090909091,171,57,402,-21,-8,95,9,-75,-108,521,521,521,509.9995040711724,0,-11.0004959288276,-11.0004959288276,11.0004959288276,121.0109106801527,521,0,1,Treino
20,1,Treino,2025,9,5,14,0,202509051400,2025-09-05 14:00,550,29,41.9509090909091,171,55,404,-3,0,95,8,-37,-68,511,550,511,481.0850051217334,-39,-68.91499487826661,-29.91499487826661,29.91499487826661,894.9069185667176,550,1521,1,Treino
20,1,Treino,2025,9,5,15,0,202509051500,2025-09-05 15:00,566,16,41.96909090909092,169,51,439,37,33,100,12,-6,-45,503,566,503,491.1752426054721,-63,-74.82475739452786,-11.82475739452786,11.82475739452786,139.8248874394414,566,3969,1,Treino
20,1,Treino,2025,9,5,16,0,202509051600,2025-09-05 16:00,571,5,42.00545454545455,163,38,469,65,28,103,15,33,-34,496,571,496,520.9559978545054,-75,-50.04400214549457,24.95599785450543,24.95599785450543,622.8018289140795,571,5625,1,Treino
20,1,Treino,2025,9,5,17,0,202509051700,2025-09-05 17:00,569,-2,42.02545454545456,157,21,480,41,10,103,15,52,-27,490,569,490,531.8907695656957,-79,-37.10923043430432,41.89076956569568,41.89076956569568,1754.836574806215,569,6241,1,Treino
20,1,Treino,2025,9,5,18,0,202509051800,2025-09-05 18:00,563,-6,41.68000000000001,153,6,484,15,3,103,14,57,-24,484,563,484,522.5894498982984,-79,-40.41055010170157,38.58944989829843,38.58944989829843,1489.145643453284,563,6241,1,Treino
20,1,Treino,2025,9,5,19,0,202509051900,2025-09-05 19:00,547,-16,41.60727272727274,150,-8,486,6,1,97,8,44,-25,479,547,479,483.5894546907525,-68,-63.41054530924748,4.589454690752518,4.589454690752518,21.06309435847029,547,4624,1,Treino
20,1,Treino,2025,9,5,20,0,202509052000,2025-09-05 20:00,534,-13,40.32545454545456,147,-18,487,3,1,97,7,28,-4,474,534,474,475.1556693486094,-60,-58.84433065139058,1.155669348609422,1.155669348609422,1.335571643315325,534,3600,1,Treino
20,1,Treino,2025,9,5,21,0,202509052100,2025-09-05 21:00,521,-13,35.95272727272728,149,-18,487,1,0,96,6,0,4,467,521,467,451.3341448993187,-54,-69.66585510068126,-15.66585510068126,15.66585510068126,245.4190160355409,521,2916,1,Treino
20,1,Treino,2025,9,5,22,0,202509052200,2025-09-05 22:00,511,-10,28.47272727272727,157,-12,487,0,0,97,6,-39,5,461,511,461,437.7691990975344,-50,-73.2308009024656,-23.2308009024656,23.2308009024656,539.6701105699967,511,2500,1,Treino
20,1,Treino,2025,9,5,23,0,202509052300,2025-09-05 23:00,503,-8,25.93818181818181,162,-9,486,-1,-1,96,2,-63,0,458,503,458,439.0905863940244,-45,-63.9094136059756,-18.9094136059756,18.9094136059756,357.5659229218552,503,2025,1,Treino
